sqft,bedrooms,bathrooms,age,lot_size,garage,neighborhood,has_pool,distance_city,condition,price
4067,4,2,27,1.31,1,10,0,28.3,5,924000
1061,1,2,25,1.19,2,10,1,32.6,7,495000
2242,3,2,17,1.08,3,8,0,7.0,3,767000
1205,5,2,35,2.11,2,6,1,29.5,4,500000
2990,4,2,7,1.01,3,10,1,26.0,2,900000
1043,4,1,17,0.25,1,5,1,16.7,6,451000
4907,3,1,83,0.26,2,4,0,7.0,5,1128000
1360,4,1,57,0.2,1,10,0,38.2,1,460000
4937,2,1,31,1.08,1,9,1,18.8,1,1237000
3525,5,2,92,1.82,2,10,1,7.8,8,1024000
1393,2,3,48,0.59,1,5,1,28.9,8,503000
2626,4,2,47,1.65,2,10,1,24.5,6,875000
4029,3,4,81,1.75,2,6,0,32.7,9,843000
4087,4,3,70,0.71,3,7,0,39.8,1,700000
4873,4,2,64,1.54,1,1,0,2.3,10,1056000
933,3,3,91,1.74,2,9,0,29.7,8,497000
3938,2,2,32,1.22,3,8,0,39.6,2,1062000
4719,4,1,49,0.91,3,5,0,21.8,8,1132000
872,6,4,3,1.59,2,3,0,28.8,3,445000
3778,5,1,83,2.45,2,5,0,17.9,6,695000
2785,2,4,35,1.12,2,5,0,14.6,7,789000
1592,3,3,94,1.04,2,9,1,28.0,3,530000
894,5,2,27,1.21,2,7,1,39.5,2,427000
1933,4,2,2,0.28,2,2,1,4.1,1,624000
1037,4,2,5,1.43,2,5,0,17.2,5,416000
3746,5,1,44,0.89,2,9,0,37.7,1,755000
3330,5,2,22,0.39,1,2,1,5.0,1,1068000
2760,4,3,6,1.22,2,8,0,26.2,5,698000
1848,3,2,60,0.11,1,3,0,17.5,3,432000
3329,3,2,99,1.06,1,4,0,15.4,10,796000
3764,4,2,64,0.35,0,2,0,8.8,3,768000
1763,3,4,5,0.16,1,9,0,7.5,7,767000
1336,3,2,23,2.08,3,6,0,20.9,3,584000
4479,3,2,36,2.3,2,9,0,15.4,2,1039000
4987,2,4,44,0.6,0,8,0,19.9,3,1228000
4524,4,2,50,1.39,2,9,1,8.2,4,1315000
1342,4,2,99,0.77,1,5,0,14.3,9,474000
1645,3,3,87,1.28,2,6,0,39.9,2,521000
4403,3,3,44,1.15,2,7,0,15.0,6,1147000
3836,5,2,62,0.75,3,5,1,16.8,5,856000
3294,1,2,28,1.78,0,1,0,1.3,6,617000
3519,4,3,100,0.4,2,9,0,15.5,5,854000
2684,5,2,95,0.23,3,2,0,30.7,6,569000
4938,3,4,24,1.94,3,7,1,20.9,4,1274000
4001,4,1,9,1.7,1,8,1,26.5,8,1254000
3510,5,2,34,1.3,2,8,0,22.5,9,882000
2753,3,1,54,1.22,0,1,1,4.7,10,620000
4650,4,3,24,1.29,2,10,0,13.6,7,1215000
1489,3,4,90,1.15,1,7,0,27.9,1,408000
2750,3,3,44,1.04,3,9,1,22.1,5,604000
1256,5,4,95,1.3,1,3,0,27.2,7,364000
2930,5,1,11,1.37,2,8,0,14.7,5,716000
4776,4,1,3,1.76,2,8,1,8.2,5,1420000
1979,2,3,89,1.81,3,9,0,33.3,5,522000
4365,2,4,66,1.01,2,8,0,15.4,5,969000
1682,4,3,16,1.09,1,5,0,26.4,5,557000
1199,2,3,72,1.0,1,5,0,15.6,1,372000
1408,4,2,92,1.39,1,3,0,37.1,6,349000
2438,4,2,64,1.19,2,6,0,39.7,6,635000
2948,4,4,81,2.24,2,10,0,26.1,8,743000
2182,4,2,52,1.77,2,3,1,24.3,5,579000
2203,3,2,83,2.26,0,2,0,33.7,2,318000
1619,3,3,56,1.8,2,7,0,20.9,7,619000
4092,3,2,97,2.43,2,10,0,34.8,1,767000
1619,4,3,27,1.63,3,3,0,16.8,5,688000
1219,4,1,98,2.41,2,4,0,1.8,5,292000
4102,4,3,15,0.48,1,10,0,37.1,3,1235000
2308,4,3,20,0.23,1,8,1,29.0,2,704000
1567,6,3,76,1.49,1,1,0,20.7,4,391000
2844,3,2,98,2.46,2,9,0,37.8,7,772000
2939,2,2,41,1.1,2,6,0,35.5,10,892000
3829,3,2,53,0.61,1,2,0,4.8,3,941000
2349,4,2,31,1.35,1,3,0,25.2,6,591000
2564,3,3,37,1.66,0,5,0,21.8,7,463000
3445,5,2,69,0.86,3,6,1,31.2,2,787000
4516,4,1,37,1.82,1,9,1,12.4,3,973000
3093,5,1,53,2.44,1,2,1,0.8,9,874000
3508,5,3,59,2.25,1,5,1,7.8,1,797000
1700,2,1,76,0.8,2,7,0,8.8,8,430000
3884,3,4,76,0.88,2,7,0,12.0,1,780000
2809,4,3,46,0.99,3,4,0,15.1,3,852000
1041,3,3,11,1.05,1,3,0,28.4,6,422000
3185,3,3,52,0.34,2,8,1,3.4,8,1019000
1471,4,1,32,1.93,1,2,0,19.7,7,428000
963,3,3,27,0.98,3,5,1,20.2,3,580000
1264,4,2,2,2.21,1,10,1,24.8,6,590000
3842,4,4,81,2.32,0,5,1,12.8,1,744000
3242,2,4,25,0.16,2,1,1,10.8,8,942000
3155,3,1,53,2.47,1,7,0,19.6,9,957000
3357,3,2,39,1.8,0,4,0,26.6,9,536000
1345,4,2,65,1.35,2,10,0,2.3,4,667000
4635,2,3,67,1.03,2,2,1,12.1,4,728000
1393,5,2,91,1.34,2,8,0,31.6,7,573000
4604,3,2,91,0.88,2,4,0,19.6,7,1013000
2259,2,2,88,1.59,2,1,0,38.1,6,530000
4293,3,2,89,0.32,2,8,0,34.8,7,1087000
3401,3,4,46,1.59,2,7,0,14.1,1,865000
3244,3,3,1,0.76,2,3,1,29.2,9,813000
3472,4,2,41,0.14,1,3,0,11.3,6,734000
5000,4,1,33,1.43,1,7,0,7.4,8,1083000
816,2,2,93,1.49,2,2,0,35.3,5,209000
3991,2,2,20,1.12,2,5,0,14.3,7,888000
1192,4,3,100,0.27,2,7,0,8.5,3,479000
1224,4,2,43,2.24,1,6,0,38.6,10,406000
1371,3,2,86,1.57,1,10,0,1.7,1,570000
4431,5,4,96,0.38,1,7,0,15.0,7,941000
1920,3,4,1,1.33,1,2,1,2.0,5,508000
1041,4,2,90,1.29,2,7,1,20.4,1,446000
4697,3,1,58,0.24,2,2,0,16.3,9,680000
4895,2,2,85,1.56,2,7,0,29.0,9,1009000
3079,5,3,97,2.04,2,8,0,38.2,6,997000
1588,3,4,15,1.9,3,10,0,21.0,9,719000
1514,4,1,19,0.59,3,8,0,11.8,7,592000
3649,3,1,25,2.17,2,5,0,35.0,8,950000
1575,4,4,15,0.92,3,7,1,24.4,2,720000
4826,5,3,69,2.37,2,8,0,22.4,2,1163000
3047,1,4,22,0.27,3,4,1,7.9,4,742000
878,5,2,41,1.27,3,2,0,2.1,1,422000
4726,4,2,36,1.53,3,7,0,18.7,8,1014000
1655,4,2,71,0.69,2,1,0,21.4,5,417000
2948,4,1,5,1.95,2,2,1,5.5,7,796000
1831,5,3,36,1.6,2,10,0,2.8,2,800000
4071,1,2,21,0.14,1,7,1,9.0,5,1051000
4376,3,1,5,1.56,1,10,0,3.0,9,1193000
4982,5,4,31,1.28,3,1,0,2.7,9,994000
4256,4,2,16,0.57,0,7,0,18.0,2,701000
4306,1,3,37,2.49,2,5,0,32.5,2,743000
1207,4,2,16,2.25,1,3,0,26.7,5,390000
3511,4,3,36,0.8,1,2,0,27.3,3,1024000
3888,3,1,22,1.4,3,7,0,10.9,1,1000000
2468,3,3,48,0.86,3,9,0,0.9,1,767000
947,4,1,60,1.96,2,9,1,18.3,5,481000
4697,3,2,48,2.33,1,10,0,15.4,3,1211000
2750,4,3,60,0.96,2,10,0,37.9,9,763000
1165,5,2,76,2.03,2,8,1,3.3,3,589000
2474,3,2,31,1.3,1,2,0,31.2,3,579000
3346,3,4,85,1.05,1,1,0,15.7,3,664000
1362,3,4,62,2.35,2,8,1,33.3,1,556000
4362,3,1,6,1.32,1,2,0,20.0,3,725000
3289,4,2,21,1.22,2,4,1,32.9,5,810000
1572,3,1,84,1.71,1,4,0,18.9,8,492000
2837,4,2,5,0.73,2,2,0,16.4,7,798000
4223,3,4,60,0.88,0,4,0,38.6,4,825000
3367,3,3,13,2.34,3,7,0,15.1,4,1050000
2373,1,2,15,1.73,2,6,0,32.3,4,522000
4494,1,4,2,2.08,0,10,0,3.1,8,1125000
4091,3,3,8,0.75,2,6,0,3.0,8,1017000
2046,3,3,46,1.41,3,4,0,17.8,2,482000
4519,5,2,84,2.43,2,2,0,23.6,7,972000
4639,4,2,93,0.86,2,5,0,24.5,5,974000
1159,3,3,93,0.49,1,3,0,1.9,2,313000
3176,3,1,41,1.33,2,3,0,28.0,3,674000
3809,3,2,41,1.03,2,4,0,5.6,7,787000
3793,3,2,95,0.48,2,5,0,38.2,6,647000
1762,3,1,22,2.23,3,2,0,13.7,6,446000
4432,3,2,2,2.48,1,6,0,10.8,7,1035000
2627,3,3,0,1.46,1,6,0,12.0,6,705000
2413,2,2,66,1.96,3,8,0,37.5,2,547000
2440,1,2,100,2.16,2,2,0,19.6,8,521000
3016,2,3,70,1.78,0,8,0,17.7,7,694000
1177,4,1,2,0.21,1,8,0,22.9,6,402000
1169,3,2,99,0.48,3,4,1,37.3,5,318000
2996,3,3,48,0.27,0,7,0,12.7,6,701000
4547,4,2,66,0.12,0,7,0,7.6,3,745000
1451,5,3,54,0.83,1,1,0,24.0,2,383000
1569,5,3,3,1.04,3,1,1,19.9,9,639000
3221,4,1,30,0.68,3,8,1,2.9,1,754000
1580,1,1,65,0.26,2,1,0,21.1,2,313000
2516,4,4,77,1.37,2,3,0,22.7,10,794000
4783,4,2,100,0.76,1,6,0,27.9,10,920000
2111,1,3,63,2.01,1,8,1,39.8,1,545000
4159,4,3,30,0.12,3,5,0,17.2,8,927000
1322,5,2,62,2.12,1,5,0,20.7,4,421000
1321,3,1,65,2.39,2,4,1,3.5,6,439000
3120,1,2,30,1.82,2,4,0,33.3,5,708000
1735,1,2,46,1.86,1,7,0,4.4,8,521000
3030,3,3,21,2.34,2,6,1,37.4,10,539000
4840,2,4,73,0.6,2,8,1,14.3,7,1417000
4497,4,3,93,2.49,2,6,0,13.8,1,1169000
3637,4,2,96,1.96,1,10,1,13.5,8,944000
4883,2,4,82,1.84,1,7,1,38.0,4,800000
3261,5,3,45,0.97,2,10,1,39.2,7,1234000
4043,3,4,88,1.41,3,10,0,38.9,3,991000
4159,2,2,57,1.67,1,5,0,28.3,2,753000
1485,4,3,60,1.59,3,6,0,4.9,1,669000
2960,4,3,45,1.79,2,1,1,15.8,10,662000
4788,4,2,0,0.3,3,3,0,11.9,5,715000
4866,5,4,95,0.95,0,8,0,28.5,3,860000
2367,4,1,24,1.14,1,3,0,20.0,3,619000
838,5,2,60,0.73,0,1,0,24.9,8,366000
3344,3,4,80,0.51,1,3,0,0.8,1,594000
2056,4,1,13,0.43,3,4,0,31.4,2,449000
3790,6,4,44,0.98,1,8,1,38.1,1,915000
2996,4,3,76,1.28,2,9,0,26.9,7,789000
4268,2,1,38,0.25,0,4,0,34.2,4,952000
3508,4,2,65,2.37,2,7,1,19.4,3,904000
1101,4,3,31,1.94,1,1,0,1.3,3,552000
1446,2,3,95,1.85,1,9,0,39.6,10,598000
2559,6,4,57,0.51,1,4,1,2.8,3,800000
1397,2,4,55,1.55,2,9,0,8.1,2,443000
1461,2,2,5,1.37,1,3,0,2.6,5,473000
2168,5,1,88,2.46,1,5,1,25.2,1,557000
3381,3,4,66,1.89,0,1,0,23.5,5,402000
4668,2,2,81,1.48,3,3,0,8.8,10,864000
4337,4,1,49,2.14,2,5,0,38.3,8,880000
1082,4,3,37,0.47,2,6,0,36.6,7,404000
4478,2,4,2,0.14,2,8,0,11.6,3,1382000
2286,6,3,4,1.76,1,1,0,26.5,9,722000
4882,4,2,23,0.34,2,3,0,34.3,10,968000
4983,4,3,53,0.38,1,1,0,14.7,7,677000
1260,4,3,33,1.89,2,5,1,10.5,1,502000
3125,4,4,38,0.75,2,8,0,10.6,6,1082000
4554,3,4,87,1.61,2,4,0,32.9,4,800000
3268,3,2,99,2.3,1,9,0,18.8,6,727000
2524,4,3,91,0.86,0,6,1,28.8,3,459000
2176,5,4,47,0.62,2,6,1,26.2,5,704000
3543,1,2,48,0.36,2,5,1,12.6,3,807000
1314,4,1,33,0.41,0,10,0,8.7,7,558000
1502,5,4,79,0.25,1,5,0,5.5,5,398000
2453,2,2,99,0.31,3,7,0,1.4,4,647000
2866,1,1,6,1.14,2,8,0,3.7,10,791000
822,3,2,17,0.87,3,7,1,10.6,7,583000
3260,4,2,69,1.8,1,1,0,28.7,7,724000
2104,2,2,91,2.19,2,1,0,6.6,10,554000
4100,3,2,33,1.98,1,10,1,21.2,9,1178000
1161,4,4,50,1.37,2,6,0,10.2,3,563000
4527,4,3,92,0.35,1,3,1,20.7,10,1024000
2084,3,3,67,1.8,1,9,0,30.1,8,740000
1314,3,1,13,0.97,0,7,1,11.0,7,649000
1248,4,3,68,0.31,2,2,1,14.2,9,486000
2655,5,3,88,2.12,2,3,0,29.1,2,661000
4362,5,3,7,0.91,2,8,0,22.1,6,1110000
3320,4,2,14,0.62,3,1,0,4.2,5,863000
3881,3,2,82,2.19,2,5,0,30.4,3,726000
2228,3,3,58,2.27,2,10,1,11.5,7,594000
4767,2,3,10,0.91,3,1,0,15.7,5,1194000
1722,2,3,19,0.95,2,9,0,10.2,6,687000
3937,4,3,54,1.49,1,7,1,22.0,4,949000
2959,3,2,35,1.86,3,5,0,28.5,7,874000
3347,3,3,81,0.25,0,6,0,32.2,7,602000
3779,6,1,13,1.52,2,3,1,36.9,5,865000
3081,2,3,57,2.39,1,3,0,14.7,7,651000
3449,2,4,37,0.73,2,7,0,37.3,7,806000
1113,2,3,88,2.28,2,7,0,24.9,10,455000
3413,4,2,79,2.38,1,7,1,15.9,8,796000
3883,4,2,81,0.75,2,2,0,35.5,1,701000
3056,3,3,0,1.91,2,2,0,23.4,4,543000
1837,4,4,64,0.67,1,5,0,18.4,1,584000
4289,4,3,0,1.87,1,4,0,1.0,3,895000
3434,5,2,84,2.01,1,7,0,28.8,8,860000
4783,6,2,59,0.69,3,3,1,3.6,7,1154000
2578,5,3,24,1.82,2,5,0,11.9,3,713000
4695,4,3,90,2.05,3,2,0,38.5,4,936000
1924,2,4,9,0.96,1,1,0,6.6,2,432000
1497,2,2,49,0.5,0,9,0,12.8,2,423000
2979,2,3,11,0.32,1,4,0,37.3,5,636000
2204,4,2,91,1.48,1,8,0,13.8,2,604000
1843,5,3,31,2.45,2,7,0,13.5,7,685000
2729,4,3,32,2.08,3,1,1,26.1,1,670000
1813,2,2,71,1.15,1,10,0,5.7,9,701000
1026,4,2,25,1.39,3,7,0,38.9,10,578000
2628,5,3,41,0.77,0,2,0,11.4,1,767000
2823,4,3,49,0.49,3,3,0,31.5,1,533000
3252,5,1,60,1.26,1,1,0,11.9,9,558000
2885,5,2,40,1.21,3,7,0,11.4,7,1076000
1880,5,3,56,1.35,0,3,1,2.8,10,642000
3120,4,4,1,2.39,3,6,0,5.2,4,1143000
3990,4,2,98,1.55,1,7,0,21.1,3,680000
3430,3,3,97,1.55,1,3,0,23.3,5,611000
3363,2,1,69,0.41,2,2,1,32.7,2,610000
4092,4,2,30,2.49,1,9,0,2.9,6,1053000
4386,2,2,22,1.95,2,9,0,14.6,6,1052000
3747,6,4,75,2.21,3,7,0,8.4,1,720000
4759,3,2,53,1.09,2,5,1,14.6,10,1045000
3613,5,3,27,1.31,2,4,0,14.5,9,964000
3383,3,2,78,1.35,0,4,0,14.5,1,595000
961,3,4,18,0.57,2,1,0,12.7,6,475000
1393,5,3,75,1.75,2,4,1,30.7,7,588000
4059,3,3,47,2.27,3,7,0,27.7,8,1034000
4955,3,4,1,0.49,1,5,1,14.0,2,970000
3762,2,3,10,0.31,2,9,1,6.3,8,1092000
4688,4,3,43,1.87,1,4,0,21.0,10,1104000
4190,3,2,100,0.76,1,3,0,36.8,2,678000
1463,4,1,58,1.6,1,6,0,5.4,2,413000
1932,4,3,58,1.77,1,4,0,30.2,9,631000
1341,4,2,37,0.87,1,2,0,24.2,7,435000
3774,4,2,24,2.06,0,5,0,23.7,8,822000
1667,4,2,20,1.42,3,4,0,37.4,1,515000
2866,3,2,41,2.19,0,5,0,38.3,10,597000
1231,5,3,35,1.93,3,9,1,10.1,6,509000
2006,3,1,8,2.18,1,4,0,32.4,1,400000
3328,4,4,11,0.15,0,6,0,25.0,5,829000
1969,3,4,9,0.68,2,4,0,16.6,2,567000
1630,5,4,58,0.32,2,1,0,26.8,9,509000
2451,3,2,4,1.16,2,2,0,38.3,3,646000
1936,3,2,32,2.24,2,6,0,20.9,10,708000
3610,4,4,68,1.22,1,8,1,37.6,7,800000
1275,4,4,79,2.14,2,9,0,25.9,2,558000
3610,2,3,62,0.89,2,4,0,19.6,10,759000
2126,4,2,100,0.91,1,6,1,25.9,4,494000
1819,4,3,100,2.25,3,3,0,24.3,10,633000
2636,6,3,28,1.12,2,9,0,17.2,3,882000
3248,4,2,17,2.0,1,8,0,22.7,1,770000
2083,3,3,92,0.67,3,1,0,28.3,10,428000
1459,3,3,5,2.38,3,2,1,33.6,6,707000
2810,5,3,52,1.48,2,10,0,12.5,5,842000
1198,5,2,81,1.92,1,9,0,1.1,6,450000
2533,3,3,31,0.31,3,10,0,22.3,1,689000
2925,3,4,41,1.28,1,3,0,19.8,8,528000
2971,4,3,46,2.26,0,3,1,2.6,4,456000
874,3,3,30,2.2,1,10,0,25.5,7,630000
4271,3,3,61,0.21,2,9,0,37.7,8,820000
1636,2,3,55,0.83,3,3,1,16.4,3,409000
1299,3,3,10,1.16,2,10,0,35.8,4,538000
937,3,2,25,0.51,3,5,0,32.6,9,430000
2897,4,2,91,1.85,0,6,1,6.9,9,674000
4496,3,2,26,0.54,0,3,0,31.6,7,737000
2685,3,1,82,0.93,2,10,0,20.9,3,657000
3557,3,2,56,1.69,3,8,0,36.8,4,807000
4720,3,2,26,1.26,2,2,0,8.0,7,1236000
2700,2,4,58,1.87,0,6,0,5.4,6,665000
3410,3,2,61,2.41,1,2,1,10.0,6,767000
4786,4,1,19,0.38,1,9,0,2.9,4,923000
2249,1,1,2,1.8,1,6,0,13.1,10,759000
1346,1,3,15,0.65,0,9,0,11.7,8,701000
2803,2,1,43,1.09,3,4,1,16.9,9,729000
2896,4,2,92,0.18,2,3,0,18.8,10,565000
1503,5,1,78,0.43,2,2,1,6.2,7,466000
3203,1,3,29,0.87,0,8,0,25.0,8,834000
2425,5,4,39,0.92,0,4,0,9.3,10,1002000
4131,2,4,64,2.26,2,2,1,5.3,2,871000
3778,5,2,28,1.88,3,9,0,28.5,4,934000
3639,3,3,29,2.43,2,8,0,1.4,3,800000
4184,4,3,31,1.54,3,5,0,15.1,6,957000
3459,4,2,9,0.68,3,8,0,6.2,2,860000
2661,3,2,90,0.89,0,5,1,35.4,7,611000
3656,5,1,50,0.87,1,7,0,33.1,8,790000
1485,4,3,7,0.88,2,5,1,2.9,4,536000
2419,3,2,50,1.72,2,5,1,22.2,8,589000
2231,2,2,35,1.37,1,4,0,12.2,8,566000
1675,2,2,54,1.03,2,5,0,8.1,3,540000
3261,5,3,34,0.46,2,7,0,12.8,1,833000
2165,4,3,35,0.15,3,3,1,32.7,3,628000
2043,3,3,55,0.63,1,4,1,2.8,10,639000
962,4,3,35,0.36,1,8,0,26.1,1,440000
2774,5,2,88,1.99,2,6,0,36.6,2,593000
4091,4,1,83,0.37,2,8,0,18.2,8,770000
1069,4,2,60,1.84,2,2,0,36.1,4,291000
1431,4,4,61,1.03,3,9,1,36.3,9,569000
1705,3,4,80,0.28,2,7,0,24.6,7,630000
4271,3,3,86,2.05,2,5,1,18.5,3,1045000
4053,5,2,24,1.49,1,7,0,29.6,1,840000
2814,3,1,63,0.67,2,2,1,36.7,1,543000
2441,5,2,59,2.25,2,4,0,27.4,1,658000
1004,2,4,56,0.21,3,7,1,8.8,10,520000
1381,2,3,94,0.58,3,2,1,32.9,3,336000
1640,5,4,69,1.9,2,8,0,38.1,5,504000
2519,4,3,98,1.8,2,10,1,16.7,8,688000
3443,3,1,51,0.79,0,10,0,28.1,8,883000
3097,4,1,55,0.25,0,5,1,21.0,2,644000
1674,4,1,62,2.16,1,5,1,4.9,9,601000
1489,4,3,67,0.85,0,8,0,14.3,9,632000
4800,2,2,19,0.57,2,1,0,7.0,7,893000
3941,5,3,53,1.34,1,6,1,27.1,10,1071000
2222,5,3,0,2.28,2,2,0,23.5,5,595000
1471,2,2,89,0.2,2,1,0,1.8,5,309000
1971,5,2,97,1.94,2,7,1,2.9,8,604000
4526,5,1,9,1.47,2,4,0,10.8,8,919000
1743,4,3,22,1.12,1,1,1,29.9,5,643000
2249,4,2,50,1.89,3,10,0,5.5,6,642000
4537,3,2,23,2.42,0,6,0,8.6,6,910000
3339,3,4,12,0.65,3,10,0,36.4,6,651000
4759,4,3,28,0.44,1,6,0,22.1,5,927000
3161,5,2,57,2.29,2,3,1,25.0,9,790000
4452,4,3,90,1.71,1,6,0,18.5,1,983000
4470,4,3,94,1.15,0,10,0,12.3,10,933000
2553,2,3,42,1.48,2,9,0,10.3,3,614000
3152,2,2,9,1.89,2,6,1,23.8,7,803000
2738,3,2,30,1.96,1,1,1,19.1,9,724000
1170,1,3,73,2.31,2,10,1,16.4,2,599000
2731,4,2,87,1.12,1,6,0,27.9,4,535000
1224,3,3,96,0.8,1,8,0,16.5,8,387000
1694,4,4,13,1.64,3,7,1,2.0,5,730000
1397,3,4,98,1.1,3,8,1,33.7,8,587000
3862,4,2,33,1.53,2,8,0,13.1,2,1041000
3136,4,2,16,1.11,1,9,0,37.9,8,710000
2487,1,2,20,0.47,1,3,0,35.2,6,479000
1372,2,3,95,1.23,3,7,0,9.7,5,332000
2890,3,2,66,1.76,1,6,0,38.6,2,422000
4469,5,2,57,2.02,3,2,0,34.2,7,773000
2433,2,1,78,1.28,1,5,1,39.4,1,411000
2317,4,2,7,0.5,3,3,0,27.3,6,596000
3457,6,1,95,1.1,1,5,0,37.3,3,679000
4448,4,2,37,1.99,1,9,0,27.8,6,1018000
4388,3,3,25,1.09,2,8,0,34.3,1,1000000
2337,5,1,63,1.77,3,9,0,24.6,1,761000
3937,2,1,29,1.32,3,9,1,37.2,2,961000
897,3,3,8,0.68,2,8,0,21.0,10,549000
4015,5,3,31,2.01,2,8,1,29.6,7,1135000
4550,4,2,10,0.3,2,6,0,36.7,4,690000
3957,3,1,85,1.36,2,6,1,17.2,4,805000
1143,3,3,33,0.6,3,6,0,1.5,4,578000
1410,3,2,17,0.26,2,10,0,5.0,5,605000
2527,4,1,18,1.31,2,6,0,38.9,2,655000
3090,3,2,53,1.3,2,9,1,35.0,7,803000
2654,6,1,81,1.8,2,10,0,19.6,3,798000
3408,5,3,36,1.89,3,1,0,38.5,3,846000
2879,5,4,81,1.85,1,10,0,7.8,2,548000
3124,3,3,11,1.08,1,6,0,4.9,6,752000
1977,4,2,3,1.62,2,8,0,24.3,4,482000
1891,5,2,42,1.48,1,1,0,15.6,4,196000
3591,5,3,26,1.11,2,6,1,13.9,8,1066000
2549,3,2,50,1.53,3,9,1,29.5,2,833000
3475,2,2,4,2.37,2,6,0,6.4,7,863000
1581,2,3,5,0.56,3,2,0,31.2,2,411000
3848,4,4,76,2.27,1,1,0,14.7,6,776000
2905,4,2,86,0.23,3,4,0,39.5,5,837000
4667,5,3,55,0.84,2,6,0,32.4,8,854000
2913,3,2,88,0.79,0,10,1,26.0,6,568000
4770,2,2,67,1.6,2,10,1,9.6,7,1225000
2791,3,1,95,0.41,3,9,1,38.3,6,749000
1867,3,3,43,2.22,0,5,0,1.8,8,649000
2377,2,3,14,2.09,2,7,0,9.3,2,738000
1811,4,3,89,1.66,3,6,1,2.0,7,628000
3074,4,2,41,1.2,0,6,0,38.7,5,526000
2614,4,1,10,2.34,2,9,0,34.9,9,1058000
3226,3,3,72,2.09,2,5,0,38.1,9,977000
3351,3,2,10,1.3,1,2,1,28.7,8,730000
4457,3,2,65,1.78,2,8,1,1.6,8,1316000
807,5,4,26,1.46,0,3,0,37.3,4,375000
3355,1,3,57,1.51,2,9,1,17.1,8,664000
1275,5,2,89,0.89,0,5,1,15.0,2,284000
3011,3,1,71,1.21,1,1,0,11.7,5,633000
1284,5,1,20,0.29,2,4,0,11.8,4,552000
3085,5,3,20,0.96,1,9,0,32.1,5,882000
4325,3,3,71,1.77,1,1,0,10.6,5,856000
4139,4,3,0,2.39,3,8,1,9.3,5,1015000
3622,2,2,57,2.41,3,8,1,28.1,7,780000
3724,5,1,12,1.43,3,9,0,11.9,1,1081000
1058,3,4,72,1.56,2,9,1,1.0,2,565000
1082,3,4,91,0.55,3,6,0,37.3,7,400000
2698,4,2,5,1.77,3,5,0,12.9,1,902000
4935,5,1,86,0.27,2,7,1,30.7,9,1283000
3776,3,2,99,0.78,1,9,0,19.0,3,841000
3067,4,4,57,1.7,0,5,0,5.8,6,657000
4000,3,3,16,0.84,2,3,0,26.6,4,860000
1412,3,3,72,0.22,3,9,0,9.6,3,497000
1487,4,1,11,2.1,2,10,0,11.9,8,691000
4490,3,1,85,0.84,2,1,0,1.8,2,633000
1412,3,1,51,0.25,1,1,0,1.1,3,393000
3107,5,4,75,0.28,1,10,0,20.8,8,771000
3813,2,2,69,0.7,2,4,0,2.8,3,948000
2581,4,3,72,0.53,3,2,0,8.8,8,630000
3391,3,1,51,1.96,1,7,0,37.0,7,712000
3496,1,4,36,0.87,3,2,1,3.8,2,728000
4758,2,3,2,2.03,1,7,0,12.0,1,958000
1374,4,2,97,0.52,2,8,1,29.2,1,442000
2710,4,4,7,1.28,2,8,0,35.4,2,777000
4404,1,2,9,1.75,3,3,0,2.3,7,1126000
1469,1,2,46,1.66,0,9,1,7.8,9,531000
2083,5,2,40,1.54,1,10,0,15.8,7,752000
1723,2,4,63,2.32,1,10,0,14.8,3,731000
1925,5,4,41,0.65,3,10,0,11.9,8,945000
2329,3,2,42,1.28,1,6,0,10.1,8,592000
2394,4,3,8,2.22,0,4,0,11.1,9,694000
1046,3,3,13,0.29,2,8,0,5.8,9,535000
4511,5,3,100,0.23,2,4,0,7.0,9,805000
2360,4,2,90,0.66,3,4,0,24.5,4,589000
3200,3,2,95,1.62,3,8,0,12.0,10,692000
3043,2,3,3,0.72,2,4,0,16.3,4,994000
4664,4,1,1,0.56,3,1,1,16.8,2,1000000
2739,4,2,96,1.2,2,6,1,4.8,8,714000
3869,1,3,84,1.57,1,8,0,32.9,2,997000
1026,1,2,0,0.7,3,3,1,38.3,3,328000
4347,5,4,74,0.82,2,2,0,10.9,9,821000
1064,3,1,64,1.57,2,6,0,12.1,2,318000
2195,4,4,45,2.37,2,1,0,27.9,1,545000
4357,3,2,58,1.72,2,5,1,3.7,5,891000
1445,5,1,74,1.98,1,6,0,36.3,7,364000
3790,5,2,6,0.98,2,8,1,5.3,4,850000
2699,6,3,65,0.75,3,7,1,29.4,4,804000
3304,2,3,14,1.19,2,6,0,12.0,3,905000
3572,5,2,71,2.04,1,2,0,13.3,6,598000
1954,3,2,46,1.2,3,8,1,6.1,8,716000
1387,4,3,89,2.13,0,8,0,26.0,2,409000
2621,4,2,39,2.47,1,5,1,31.9,6,649000
1785,1,3,41,0.27,1,3,1,38.0,8,581000
4879,5,1,50,0.21,0,8,0,13.6,1,943000
4148,2,3,34,0.46,2,5,0,25.0,4,887000
4631,4,3,40,1.02,2,3,0,16.9,1,1016000
2041,4,4,84,0.41,3,9,1,22.5,4,681000
989,4,3,56,2.19,3,9,0,6.9,9,629000
1780,2,2,37,0.16,3,7,0,23.5,6,634000
2498,3,1,71,0.86,2,8,0,34.0,6,558000
2515,5,3,95,0.54,2,5,1,34.6,5,566000
3393,3,2,7,2.34,3,5,0,19.6,3,740000
